,image,label
4815,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04816.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04816.tif
4816,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04817.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04817.tif
4817,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04818.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04818.tif
4818,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04819.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04819.tif
4819,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04820.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04820.tif
4820,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04821.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04821.tif
4821,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04822.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04822.tif
4822,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04823.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04823.tif
4823,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04824.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04824.tif
4824,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04825.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04825.tif
4825,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04826.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04826.tif
4826,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04827.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04827.tif
4827,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04828.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04828.tif
4828,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04829.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04829.tif
4829,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04830.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04830.tif
4830,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04831.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04831.tif
4831,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04832.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04832.tif
4832,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04833.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04833.tif
4833,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04834.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04834.tif
4834,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04835.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04835.tif
4835,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04836.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04836.tif
4836,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04837.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04837.tif
4837,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04838.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04838.tif
4838,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04839.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04839.tif
4839,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04840.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04840.tif
4840,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04841.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04841.tif
4841,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04842.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04842.tif
4842,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04843.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04843.tif
4843,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04844.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04844.tif
4844,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04845.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04845.tif
4845,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04846.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04846.tif
4846,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04847.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04847.tif
4847,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04848.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04848.tif
4848,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04849.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04849.tif
4849,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04850.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04850.tif
4850,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04851.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04851.tif
4851,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04852.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04852.tif
4852,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04853.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04853.tif
4853,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04854.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04854.tif
4854,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04855.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04855.tif
4855,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04856.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04856.tif
4856,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04857.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04857.tif
4857,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04858.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04858.tif
4858,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04859.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04859.tif
4859,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04860.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04860.tif
4860,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04861.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04861.tif
4861,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04862.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04862.tif
4862,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04863.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04863.tif
4863,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04864.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04864.tif
4864,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04865.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04865.tif
4865,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04866.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04866.tif
4866,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04867.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04867.tif
4867,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04868.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04868.tif
4868,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04869.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04869.tif
4869,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04870.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04870.tif
4870,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04871.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04871.tif
4871,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04872.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04872.tif
4872,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04873.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04873.tif
4873,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04874.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04874.tif
4874,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04875.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04875.tif
4875,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04876.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04876.tif
4876,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04877.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04877.tif
4877,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04878.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04878.tif
4878,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04879.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04879.tif
4879,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04880.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04880.tif
4880,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04881.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04881.tif
4881,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04882.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04882.tif
4882,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04883.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04883.tif
4883,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04884.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04884.tif
4884,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04885.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04885.tif
4885,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04886.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04886.tif
4886,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04887.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04887.tif
4887,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04888.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04888.tif
4888,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04889.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04889.tif
4889,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04890.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04890.tif
4890,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04891.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04891.tif
4891,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04892.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04892.tif
4892,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04893.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04893.tif
4893,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04894.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04894.tif
4894,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04895.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04895.tif
4895,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04896.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04896.tif
4896,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04897.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04897.tif
4897,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04898.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04898.tif
4898,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04899.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04899.tif
4899,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04900.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04900.tif
4900,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04901.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04901.tif
4901,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04902.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04902.tif
4902,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04903.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04903.tif
4903,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04904.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04904.tif
4904,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04905.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04905.tif
4905,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04906.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04906.tif
4906,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04907.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04907.tif
4907,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04908.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04908.tif
4908,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04909.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04909.tif
4909,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04910.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04910.tif
4910,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04911.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04911.tif
4911,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04912.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04912.tif
4912,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04913.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04913.tif
4913,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04914.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04914.tif
4914,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04915.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04915.tif
4915,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04916.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04916.tif
4916,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04917.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04917.tif
4917,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04918.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04918.tif
4918,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04919.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04919.tif
4919,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04920.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04920.tif
4920,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04921.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04921.tif
4921,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04922.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04922.tif
4922,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04923.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04923.tif
4923,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04924.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04924.tif
4924,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04925.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04925.tif
4925,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04926.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04926.tif
4926,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04927.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04927.tif
4927,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04928.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04928.tif
4928,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04929.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04929.tif
4929,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04930.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04930.tif
4930,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04931.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04931.tif
4931,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04932.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04932.tif
4932,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04933.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04933.tif
4933,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04934.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04934.tif
4934,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04935.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04935.tif
4935,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04936.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04936.tif
4936,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04937.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04937.tif
4937,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04938.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04938.tif
4938,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04939.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04939.tif
4939,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04940.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04940.tif
4940,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04941.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04941.tif
4941,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04942.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04942.tif
4942,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04943.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04943.tif
4943,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04944.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04944.tif
4944,F:/ISPRS/Creat Datasets/experimental dataset/train/top/04945.tif,F:/ISPRS/Creat Datasets/experimental dataset/train/label/04945.tif
